name	n	mean_probe	sd_probe	median_probe	min_probe	max_probe	NORM_FACT	NF_sd
ATM_exon9	20	1.0967	0.0647	1.0851	1.0266	1.3174	1.0851	0.0647
ATR_exon1	20	1.1731	0.0551	1.1631	1.089	1.3616	1.1631	0.0551
ATR_exon10	20	0.9284	0.0348	0.9234	0.8864	1.0359	0.9234	0.0348
ATR_exon11	20	1.0689	0.0535	1.0645	1.002	1.2377	1.0645	0.0535
ATR_exon12	20	1.1648	0.0646	1.1451	1.0497	1.3373	1.1451	0.0646
ATR_exon13	20	0.8489	0.0439	0.8416	0.7787	0.9474	0.8416	0.0439
ATR_exon14	20	0.7676	0.0286	0.766	0.7214	0.8416	0.766	0.0286
ATR_exon15	20	0.7349	0.0969	0.7157	0.5989	0.9891	0.7157	0.0969
ATR_exon16	20	0.8923	0.0401	0.8902	0.8295	1.0179	0.8902	0.0401
ATR_exon17	20	0.7832	0.0441	0.7715	0.7349	0.9283	0.7715	0.0441
ATR_exon18	20	0.9878	0.0495	0.9896	0.8416	1.0855	0.9896	0.0495
ATR_exon19	20	0.821	0.0485	0.8204	0.7497	0.9646	0.8204	0.0485
ATR_exon2	20	1.067	0.0547	1.0631	0.9777	1.2221	1.0631	0.0547
ATR_exon20	20	0.8123	0.0498	0.8038	0.7331	0.9336	0.8038	0.0498
ATR_exon21	20	0.9058	0.0386	0.9001	0.8577	1.0194	0.9001	0.0386
ATR_exon22	20	0.9974	0.0626	0.991	0.8869	1.2057	0.991	0.0626
ATR_exon23	20	1.1763	0.0794	1.1947	1.0173	1.3049	1.1947	0.0794
ATR_exon24	20	0.9295	0.0563	0.9265	0.8583	1.1222	0.9265	0.0563
ATR_exon25	20	1.0714	0.0612	1.0595	0.9683	1.2819	1.0595	0.0612
ATR_exon26	20	0.6773	0.0356	0.6771	0.6194	0.7662	0.6771	0.0356
ATR_exon27	20	1.0013	0.0503	0.9959	0.9373	1.1739	0.9959	0.0503
ATR_exon28	20	0.7182	0.0449	0.7094	0.6526	0.8689	0.7094	0.0449
ATR_exon29	20	0.8675	0.0713	0.8499	0.7675	1.0215	0.8499	0.0713
ATR_exon3	20	1.171	0.0593	1.157	1.1014	1.3978	1.157	0.0593
ATR_exon30	20	0.9628	0.0502	0.9529	0.8806	1.102	0.9529	0.0502
ATR_exon31	20	1.0392	0.0509	1.0291	0.9765	1.2205	1.0291	0.0509
ATR_exon32	20	0.9355	0.0533	0.9358	0.8495	1.0886	0.9358	0.0533
ATR_exon33	20	0.926	0.0417	0.9124	0.8834	1.0648	0.9124	0.0417
ATR_exon34	20	0.9133	0.0449	0.9037	0.8713	1.0707	0.9037	0.0449
ATR_exon35	20	1.1378	0.0541	1.1313	1.0616	1.3176	1.1313	0.0541
ATR_exon36	20	1.3393	0.0716	1.3245	1.2372	1.5522	1.3245	0.0716
ATR_exon37	20	1.228	0.0633	1.2288	1.1384	1.4549	1.2288	0.0633
ATR_exon38	20	1.193	0.062	1.1839	1.1177	1.3693	1.1839	0.062
ATR_exon39	20	1.0857	0.0468	1.0747	1.0149	1.2164	1.0747	0.0468
ATR_exon4	20	0.8619	0.0392	0.8607	0.8096	0.9929	0.8607	0.0392
ATR_exon40	20	1.0558	0.0577	1.0583	0.9634	1.2026	1.0583	0.0577
ATR_exon41	20	1.0885	0.0637	1.0811	0.977	1.2696	1.0811	0.0637
ATR_exon42	20	1.0623	0.0422	1.0614	0.9713	1.1755	1.0614	0.0422
ATR_exon43	20	0.9462	0.0472	0.9437	0.8728	1.0399	0.9437	0.0472
ATR_exon44	20	1.3682	0.0686	1.3605	1.2686	1.6023	1.3605	0.0686
ATR_exon45	20	0.9891	0.0478	0.9789	0.9112	1.1248	0.9789	0.0478
ATR_exon46	20	0.829	0.0498	0.8256	0.7501	0.9408	0.8256	0.0498
ATR_exon47	20	0.9264	0.0525	0.9301	0.8309	1.0153	0.9301	0.0525
ATR_exon5	20	1.1972	0.0508	1.2009	1.1263	1.3433	1.2009	0.0508
ATR_exon6	20	1.1712	0.0603	1.1537	1.0922	1.3449	1.1537	0.0603
ATR_exon7	20	0.9871	0.0441	0.9813	0.9333	1.1417	0.9813	0.0441
ATR_exon8	20	0.8017	0.0712	0.7935	0.7048	0.9649	0.7935	0.0712
ATR_exon9	20	0.9152	0.0405	0.9137	0.8557	1.0159	0.9137	0.0405
BAX_exon1	20	0.2926	0.0332	0.286	0.2323	0.391	0.286	0.0332
BAX_exon2	20	1.2238	0.0558	1.2253	1.1344	1.4055	1.2253	0.0558
BAX_exon3	20	1.1992	0.0748	1.1803	1.0997	1.4439	1.1803	0.0748
BAX_exon4	20	0.4549	0.037	0.4482	0.4074	0.531	0.4482	0.037
BAX_exon5	20	0.8944	0.0508	0.8853	0.8037	1.0481	0.8853	0.0508
BAX_exon6	20	1.2699	0.0579	1.2583	1.1416	1.4224	1.2583	0.0579
BAX_exon7	20	0.9001	0.0421	0.8985	0.8175	0.9983	0.8985	0.0421
BCL7A_exon1	20	0.1032	0.0279	0.1037	0.059	0.1522	0.1037	0.0279
BCL7A_exon2	20	1.0745	0.0603	1.0844	0.9137	1.1732	1.0844	0.0603
BCL7A_exon3	20	1.1316	0.0591	1.1433	0.9923	1.2233	1.1433	0.0591
BCL7A_exon4	20	0.7862	0.0554	0.7888	0.6954	0.9266	0.7888	0.0554
BCL7A_exon5	20	1.0821	0.0603	1.0835	0.9093	1.1957	1.0835	0.0603
BCL7A_exon6	20	1.1352	0.036	1.1423	1.0598	1.1889	1.1423	0.036
BIRC2_exon1	20	0.9535	0.064	0.9493	0.878	1.1405	0.9493	0.064
BIRC2_exon10	20	1.0791	0.063	1.055	0.9926	1.2802	1.055	0.063
BIRC2_exon2	20	1.3316	0.0741	1.3304	1.2243	1.5572	1.3304	0.0741
BIRC2_exon3	20	1.3902	0.0708	1.3937	1.2841	1.5786	1.3937	0.0708
BIRC2_exon4	20	1.2802	0.081	1.2556	1.159	1.5036	1.2556	0.081
BIRC2_exon5	20	1.1732	0.0823	1.1662	1.0546	1.4433	1.1662	0.0823
BIRC2_exon6	20	0.7872	0.047	0.7855	0.7137	0.8975	0.7855	0.047
BIRC2_exon7	20	1.1649	0.0637	1.1573	1.0759	1.3084	1.1573	0.0637
BIRC2_exon8	20	1.1073	0.0478	1.1011	1.0039	1.2094	1.1011	0.0478
BIRC2_exon9	20	1.2084	0.0697	1.1951	1.1213	1.4245	1.1951	0.0697
BIRC3_exon1	20	1.1465	0.0559	1.141	1.0601	1.3027	1.141	0.0559
BIRC3_exon2	20	1.3096	0.0579	1.2997	1.2218	1.5056	1.2997	0.0579
BIRC3_exon3	20	0.5405	0.0424	0.5369	0.4832	0.6446	0.5369	0.0424
BIRC3_exon4	20	0.8707	0.0443	0.863	0.8185	1.0045	0.863	0.0443
BIRC3_exon5	20	0.5032	0.0506	0.4934	0.4394	0.635	0.4934	0.0506
BIRC3_exon6	20	1.062	0.0522	1.0579	0.987	1.1973	1.0579	0.0522
BIRC3_exon7	20	1.0747	0.0593	1.0733	0.9634	1.2558	1.0733	0.0593
BIRC3_exon8	20	1.1155	0.0616	1.1008	1.051	1.3374	1.1008	0.0616
BRAF_exon1	20	0.9675	0.0371	0.9695	0.9074	1.0271	0.9695	0.0371
BRAF_exon10	20	1.0163	0.0296	1.0136	0.9533	1.0589	1.0136	0.0296
BRAF_exon11	20	1.0767	0.0317	1.0801	1.014	1.1253	1.0801	0.0317
BRAF_exon12	20	1.1397	0.0487	1.1397	1.0342	1.2103	1.1397	0.0487
BRAF_exon13	20	1.0213	0.0385	1.0271	0.9383	1.1127	1.0271	0.0385
BRAF_exon14	20	0.929	0.0376	0.923	0.8467	1.024	0.923	0.0376
BRAF_exon15	20	0.9925	0.0274	0.9895	0.9394	1.056	0.9895	0.0274
BRAF_exon16	20	1.0965	0.0333	1.1002	1.0331	1.1541	1.1002	0.0333
BRAF_exon17	20	0.8959	0.0383	0.9075	0.8243	0.9451	0.9075	0.0383
BRAF_exon18	20	0.9151	0.0377	0.9221	0.8349	0.9921	0.9221	0.0377
BRAF_exon19	20	1.0287	0.0415	1.0222	0.9363	1.0886	1.0222	0.0415
BRAF_exon2	20	0.3902	0.0287	0.3893	0.3498	0.468	0.3893	0.0287
BRAF_exon20	20	0.8844	0.0974	0.8524	0.7552	1.0566	0.8524	0.0974
BRAF_exon21	20	0.7893	0.0728	0.7943	0.6739	0.8977	0.7943	0.0728
BRAF_exon22	20	1.076	0.053	1.071	0.9783	1.1729	1.071	0.053
BRAF_exon23	20	0.9184	0.0394	0.916	0.831	0.9861	0.916	0.0394
BRAF_exon24	20	1.1213	0.0359	1.1293	1.0376	1.1669	1.1293	0.0359
BRAF_exon25	20	0.9873	0.0351	0.9814	0.9277	1.0518	0.9814	0.0351
BRAF_exon26	20	0.6892	0.0401	0.6785	0.6363	0.7879	0.6785	0.0401
BRAF_exon27	20	0.3163	0.0363	0.3229	0.26	0.3789	0.3229	0.0363
BRAF_exon3	20	0.9859	0.0467	0.9862	0.9227	1.1265	0.9862	0.0467
BRAF_exon4	20	0.8828	0.0257	0.8812	0.8381	0.9309	0.8812	0.0257
BRAF_exon5	20	1.0087	0.0406	1.0081	0.9456	1.0851	1.0081	0.0406
BRAF_exon6	20	1.113	0.0493	1.1247	1.0132	1.1863	1.1247	0.0493
BRAF_exon7	20	1.1761	0.0411	1.1762	1.1202	1.2638	1.1762	0.0411
BRAF_exon8	20	1.3366	0.046	1.3365	1.2322	1.4075	1.3365	0.046
BRAF_exon9	20	0.8368	0.0387	0.8325	0.7655	0.964	0.8325	0.0387
BTG1_exon1	20	1.0733	0.0545	1.0785	0.9184	1.1598	1.0785	0.0545
BTG1_exon2	20	1.2221	0.0594	1.2221	1.0608	1.3411	1.2221	0.0594
BTG1_exon3	20	0.4646	0.0689	0.4785	0.3537	0.5707	0.4785	0.0689
CARD11_exon1	20	0.9092	0.0583	0.9096	0.8097	1.0379	0.9096	0.0583
CARD11_exon10	20	0.9735	0.0532	0.9729	0.8838	1.0624	0.9729	0.0532
CARD11_exon11	20	0.709	0.0366	0.7127	0.6279	0.7655	0.7127	0.0366
CARD11_exon12	20	0.9282	0.0523	0.9312	0.808	1.0419	0.9312	0.0523
CARD11_exon13	20	1.3468	0.0633	1.3444	1.255	1.4893	1.3444	0.0633
CARD11_exon14	20	0.8347	0.048	0.8355	0.7314	0.9133	0.8355	0.048
CARD11_exon15	20	0.6812	0.0433	0.6807	0.615	0.8125	0.6807	0.0433
CARD11_exon16	20	1.2303	0.0507	1.2323	1.1502	1.322	1.2323	0.0507
CARD11_exon17	20	1.4891	0.0594	1.4801	1.3835	1.6	1.4801	0.0594
CARD11_exon18	20	1.1555	0.057	1.1577	1.0692	1.2641	1.1577	0.057
CARD11_exon19	20	1.1679	0.0615	1.1702	1.0277	1.2677	1.1702	0.0615
CARD11_exon2	20	1.1492	0.0591	1.152	1.0397	1.2461	1.152	0.0591
CARD11_exon20	20	0.6876	0.056	0.6711	0.5785	0.7966	0.6711	0.056
CARD11_exon21	20	1.1843	0.0546	1.1954	1.0804	1.2995	1.1954	0.0546
CARD11_exon22	20	1.2704	0.0531	1.2771	1.1422	1.3571	1.2771	0.0531
CARD11_exon23	20	1.3015	0.0701	1.2911	1.1087	1.3905	1.2911	0.0701
CARD11_exon24	20	1.132	0.0573	1.1305	0.9661	1.2363	1.1305	0.0573
CARD11_exon25	20	1.2374	0.0695	1.2406	1.0889	1.3616	1.2406	0.0695
CARD11_exon26	20	0.7536	0.0509	0.7538	0.6287	0.8359	0.7538	0.0509
CARD11_exon3	20	1.4454	0.0596	1.4418	1.3182	1.5447	1.4418	0.0596
CARD11_exon4	20	1.2877	0.066	1.2929	1.1144	1.3829	1.2929	0.066
CARD11_exon5	20	0.9588	0.0524	0.9715	0.8381	1.0322	0.9715	0.0524
CARD11_exon6	20	1.236	0.0433	1.2322	1.1508	1.3015	1.2322	0.0433
CARD11_exon7	20	1.1905	0.0497	1.1861	1.0855	1.2875	1.1861	0.0497
CARD11_exon8	20	0.9567	0.0383	0.9649	0.8816	1.0173	0.9649	0.0383
CARD11_exon9	20	1.1365	0.0385	1.1382	1.0543	1.2103	1.1382	0.0385
CCND1_exon1	20	0.7446	0.0561	0.7385	0.6394	0.8631	0.7385	0.0561
CCND1_exon2	20	0.4968	0.0621	0.5064	0.378	0.5909	0.5064	0.0621
CCND1_exon3	20	1.2573	0.0781	1.251	1.1015	1.3705	1.251	0.0781
CCND1_exon4	20	0.7969	0.0569	0.7797	0.7314	0.9717	0.7797	0.0569
CCND1_exon5	20	0.9104	0.0486	0.9126	0.8239	1.0238	0.9126	0.0486
CCND1_exon6	20	1.1023	0.0627	1.0895	1.0323	1.2694	1.0895	0.0627
CD19_exon1	20	1.2751	0.0553	1.2857	1.1626	1.3634	1.2857	0.0553
CD19_exon2	20	0.6046	0.0278	0.6064	0.5455	0.6765	0.6064	0.0278
CD19_exon3	20	0.9739	0.0402	0.965	0.9147	1.0601	0.965	0.0402
CD19_exon4	20	1.1195	0.0455	1.1208	1.0438	1.2125	1.1208	0.0455
CD19_exon5	20	1.3837	0.0536	1.3909	1.2657	1.4899	1.3909	0.0536
CD19_exon6	20	1.0526	0.0467	1.0446	1.0049	1.1734	1.0446	0.0467
CD19_exon7	20	0.8925	0.0373	0.895	0.8134	0.9518	0.895	0.0373
CD19_exon8	20	1.3151	0.0474	1.3141	1.2359	1.4396	1.3141	0.0474
CD19_exon9	20	1.2969	0.0503	1.2845	1.2178	1.3852	1.2845	0.0503
CD27_exon1	20	0.9166	0.0352	0.9131	0.8517	0.9846	0.9131	0.0352
CD27_exon2	20	0.973	0.0359	0.9758	0.8852	1.0245	0.9758	0.0359
CD27_exon3	20	1.3429	0.0411	1.3508	1.2404	1.4081	1.3508	0.0411
CD27_exon4	20	1.1866	0.0436	1.1855	1.1112	1.2619	1.1855	0.0436
CD27_exon5	20	0.8778	0.0393	0.8755	0.822	0.9642	0.8755	0.0393
CD38_exon1	20	0.9623	0.0609	0.972	0.8731	1.0821	0.972	0.0609
CD38_exon2	20	1.0193	0.0418	1.0203	0.9499	1.1212	1.0203	0.0418
CD38_exon3	20	1.0523	0.0386	1.0564	0.9578	1.1285	1.0564	0.0386
CD38_exon4	20	1.0618	0.0462	1.0686	0.9877	1.1637	1.0686	0.0462
CD38_exon5	20	1.0713	0.0295	1.0686	1.0218	1.1222	1.0686	0.0295
CD38_exon6	20	0.9166	0.0391	0.9172	0.8303	0.9735	0.9172	0.0391
CD38_exon7	20	0.9458	0.0571	0.9405	0.8682	1.0783	0.9405	0.0571
CD38_exon8	20	0.8606	0.0363	0.8604	0.7998	0.9602	0.8604	0.0363
CDKN1B_exon1	20	0.9698	0.0366	0.9752	0.8948	1.0313	0.9752	0.0366
CDKN1B_exon2	20	0.9883	0.0547	0.9786	0.893	1.1122	0.9786	0.0547
CDKN1B_exon3	20	1.1462	0.0337	1.1374	1.0899	1.2046	1.1374	0.0337
CDKN2C_exon1	20	1.1567	0.0495	1.1468	1.0204	1.2354	1.1468	0.0495
CDKN2C_exon2	20	1.1005	0.0374	1.0902	1.0366	1.1724	1.0902	0.0374
CKS1B_exon1	20	1.1313	0.0726	1.1157	1.0184	1.2457	1.1157	0.0726
CKS1B_exon2	20	1.0149	0.0521	1.0229	0.9136	1.1217	1.0229	0.0521
CKS1B_exon3	20	0.9761	0.0431	0.9761	0.8959	1.059	0.9761	0.0431
CRBN_exon1	20	0.9287	0.0523	0.9181	0.8664	1.0825	0.9181	0.0523
CRBN_exon10	20	1.085	0.0611	1.0774	1.0096	1.2482	1.0774	0.0611
CRBN_exon11	20	0.3954	0.0595	0.3977	0.2993	0.5132	0.3977	0.0595
CRBN_exon2	20	0.6526	0.0682	0.6361	0.5567	0.7989	0.6361	0.0682
CRBN_exon3	20	1.0909	0.0608	1.0711	1.0114	1.2875	1.0711	0.0608
CRBN_exon4	20	0.9961	0.05	0.9865	0.9319	1.158	0.9865	0.05
CRBN_exon5	20	0.9403	0.0614	0.9304	0.865	1.1273	0.9304	0.0614
CRBN_exon6	20	0.863	0.0642	0.8687	0.7557	1.0003	0.8687	0.0642
CRBN_exon7	20	0.9241	0.0534	0.9194	0.8547	1.0946	0.9194	0.0534
CRBN_exon8	20	1.0298	0.0517	1.0286	0.963	1.1962	1.0286	0.0517
CRBN_exon9	20	1.3173	0.0754	1.303	1.1994	1.5712	1.303	0.0754
CUL4B_exon1	20	0.8548	0.2478	0.7057	0.5264	1.223	0.7057	0.2478
CUL4B_exon10	20	0.8189	0.2496	0.6677	0.5687	1.2126	0.6677	0.2496
CUL4B_exon11	20	0.7278	0.2171	0.5833	0.4897	1.0568	0.5833	0.2171
CUL4B_exon12	20	0.7638	0.2235	0.617	0.5187	1.1312	0.617	0.2235
CUL4B_exon13	20	0.9954	0.2914	0.8122	0.638	1.4287	0.8122	0.2914
CUL4B_exon14	20	0.9366	0.2708	0.766	0.6274	1.3412	0.766	0.2708
CUL4B_exon15	20	0.7595	0.2139	0.6224	0.548	1.0922	0.6224	0.2139
CUL4B_exon16	20	0.6998	0.2028	0.5663	0.4987	1.0062	0.5663	0.2028
CUL4B_exon17	20	0.892	0.268	0.7421	0.5519	1.3099	0.7421	0.268
CUL4B_exon18	20	0.8483	0.2411	0.7	0.5977	1.2183	0.7	0.2411
CUL4B_exon19	20	0.8142	0.2326	0.6627	0.5431	1.173	0.6627	0.2326
CUL4B_exon2	20	0.7673	0.2169	0.6262	0.541	1.0819	0.6262	0.2169
CUL4B_exon20	20	0.9869	0.2988	0.7787	0.6454	1.4041	0.7787	0.2988
CUL4B_exon21	20	0.9715	0.297	0.7663	0.6859	1.3996	0.7663	0.297
CUL4B_exon22	20	0.2117	0.0665	0.1679	0.1411	0.3263	0.1679	0.0665
CUL4B_exon23	20	0.828	0.2448	0.6713	0.5534	1.1911	0.6713	0.2448
CUL4B_exon3	20	0.6601	0.1941	0.5385	0.4571	0.9397	0.5385	0.1941
CUL4B_exon4	20	0.7189	0.1932	0.6046	0.5228	1.0059	0.6046	0.1932
CUL4B_exon5	20	0.6175	0.1656	0.5214	0.4365	0.882	0.5214	0.1656
CUL4B_exon6	20	0.6906	0.1984	0.5759	0.4599	0.9764	0.5759	0.1984
CUL4B_exon7	20	0.6564	0.1969	0.5357	0.4485	0.9378	0.5357	0.1969
CUL4B_exon8	20	0.5992	0.1756	0.4972	0.3965	0.8508	0.4972	0.1756
CUL4B_exon9	20	0.7776	0.2201	0.6333	0.5504	1.1423	0.6333	0.2201
CYLD_exon1	20	1.0612	0.0556	1.0653	0.919	1.1505	1.0653	0.0556
CYLD_exon10	20	1.0426	0.0555	1.0523	0.9115	1.132	1.0523	0.0555
CYLD_exon11	20	1.2385	0.0955	1.2522	1.0588	1.3886	1.2522	0.0955
CYLD_exon12	20	0.9966	0.0463	0.9984	0.8556	1.0697	0.9984	0.0463
CYLD_exon13	20	1.0152	0.0563	1.0077	0.8797	1.1475	1.0077	0.0563
CYLD_exon14	20	0.8468	0.0474	0.8407	0.7163	0.9254	0.8407	0.0474
CYLD_exon15	20	0.9438	0.0495	0.9461	0.7992	1.0215	0.9461	0.0495
CYLD_exon16	20	0.7884	0.0489	0.7831	0.7221	0.8834	0.7831	0.0489
CYLD_exon17	20	0.8851	0.0531	0.8862	0.8019	1.0035	0.8862	0.0531
CYLD_exon18	20	1.0808	0.0691	1.0709	0.943	1.185	1.0709	0.0691
CYLD_exon19	20	1.0081	0.0606	1.0028	0.8847	1.1178	1.0028	0.0606
CYLD_exon2	20	1.1118	0.062	1.1223	0.93	1.2105	1.1223	0.062
CYLD_exon20	20	1.1064	0.0554	1.1214	0.9581	1.1925	1.1214	0.0554
CYLD_exon21	20	0.7548	0.0524	0.7495	0.6641	0.8581	0.7495	0.0524
CYLD_exon3	20	1.0388	0.0571	1.0513	0.8812	1.131	1.0513	0.0571
CYLD_exon4	20	0.7396	0.0489	0.7332	0.6702	0.8618	0.7332	0.0489
CYLD_exon5	20	0.9636	0.0432	0.9574	0.8545	1.0503	0.9574	0.0432
CYLD_exon6	20	0.9	0.053	0.9028	0.7679	0.9654	0.9028	0.053
CYLD_exon7	20	0.8985	0.0425	0.8982	0.79	0.9722	0.8982	0.0425
CYLD_exon8	20	1.0998000000000001	0.0818	1.1098	0.9006	1.2093	1.1098	0.0818
CYLD_exon9	20	0.9882	0.0661	0.9982	0.8294	1.0953	0.9982	0.0661
DDB1_exon1	20	0.9939	0.0613	0.9785	0.9037	1.1751	0.9785	0.0613
DDB1_exon10	20	1.0992	0.0437	1.0898	1.0328	1.2273	1.0898	0.0437
DDB1_exon11	20	1.1886	0.0425	1.1881	1.1239	1.3061	1.1881	0.0425
DDB1_exon12	20	1.3047	0.0638	1.3098	1.175	1.4754	1.3098	0.0638
DDB1_exon13	20	1.3111	0.0658	1.3031	1.2172	1.5419	1.3031	0.0658
DDB1_exon14	20	1.3565	0.0625	1.3424	1.2705	1.5383	1.3424	0.0625
DDB1_exon15	20	1.4106	0.071	1.3924	1.3315	1.632	1.3924	0.071
DDB1_exon16	20	1.1781	0.0824	1.1797	1	1.4433	1.1797	0.0824
DDB1_exon17	20	1.3214	0.0599	1.3101	1.2499	1.5362	1.3101	0.0599
DDB1_exon18	20	0.9981	0.0576	0.9886	0.9236	1.1883	0.9886	0.0576
DDB1_exon19	20	1.2863	0.059	1.2764	1.2058	1.4962	1.2764	0.059
DDB1_exon2	20	1.1651	0.0471	1.1501	1.0935	1.3264	1.1501	0.0471
DDB1_exon20	20	1.0957	0.061	1.0916	1.0088	1.2955	1.0916	0.061
DDB1_exon21	20	0.9884	0.0447	0.9818	0.934	1.1367	0.9818	0.0447
DDB1_exon22	20	1.3419	0.0677	1.3339	1.26	1.5499	1.3339	0.0677
DDB1_exon23	20	0.9698	0.0518	0.9577	0.8995	1.1349	0.9577	0.0518
DDB1_exon24	20	1.2284	0.0599	1.2279	1.1555	1.435	1.2279	0.0599
DDB1_exon25	20	0.3226	0.0488	0.3195	0.2522	0.456	0.3195	0.0488
DDB1_exon3	20	1.0391	0.0522	1.0315	0.9785	1.1907	1.0315	0.0522
DDB1_exon4	20	1.1417	0.056	1.1488	1.0663	1.3223	1.1488	0.056
DDB1_exon5	20	1.0507	0.0551	1.0523	0.9699	1.1947	1.0523	0.0551
DDB1_exon6	20	1.2461	0.0705	1.2494	1.13	1.4511	1.2494	0.0705
DDB1_exon7	20	1.0909	0.0633	1.1056	1.0063	1.2681	1.1056	0.0633
DDB1_exon8	20	1.3584	0.0584	1.3414	1.2952	1.5596	1.3414	0.0584
DDB1_exon9	20	1.2852	0.0574	1.2849	1.1905	1.494	1.2849	0.0574
DIS3_exon1	20	0.8456	0.0379	0.8467	0.7455	0.9084	0.8467	0.0379
DIS3_exon10	20	0.9535	0.0437	0.9543	0.8829	1.0253	0.9543	0.0437
DIS3_exon11	20	1.0041	0.0464	1.0136	0.9022	1.0765	1.0136	0.0464
DIS3_exon12	20	1.2081	0.0654	1.2253	1.0423	1.3427	1.2253	0.0654
DIS3_exon13	20	1.0739	0.0445	1.0765	0.9478	1.1439	1.0765	0.0445
DIS3_exon14	20	0.9847	0.0493	0.9834	0.8723	1.0973	0.9834	0.0493
DIS3_exon15	20	0.9268	0.0472	0.9296	0.8102	1.018	0.9296	0.0472
DIS3_exon16	20	1.0591	0.0474	1.0558	0.9579	1.1524	1.0558	0.0474
DIS3_exon17	20	0.8903	0.0503	0.8927	0.7925	0.9923	0.8927	0.0503
DIS3_exon18	20	1.1498	0.0497	1.1575	1.0159	1.2256	1.1575	0.0497
DIS3_exon19	20	1.0163	0.0533	1.0271	0.8829	1.1068	1.0271	0.0533
DIS3_exon2	20	1.1278	0.0598	1.14	1.0003	1.2178	1.14	0.0598
DIS3_exon20	20	0.868	0.0566	0.8516	0.7816	0.9948	0.8516	0.0566
DIS3_exon21	20	0.749	0.0637	0.7536	0.6202	0.8522	0.7536	0.0637
DIS3_exon3	20	1.103	0.0662	1.0711	0.991	1.2256	1.0711	0.0662
DIS3_exon4	20	1.1759	0.0507	1.1726	1.0403	1.254	1.1726	0.0507
DIS3_exon5	20	1.2395	0.0642	1.2493	1.0559	1.3563	1.2493	0.0642
DIS3_exon6	20	0.8109	0.0601	0.8051	0.7124	0.9503	0.8051	0.0601
DIS3_exon7	20	0.8563	0.0538	0.8472	0.7633	0.9483	0.8472	0.0538
DIS3_exon8	20	0.6421	0.051	0.624	0.5647	0.7746	0.624	0.051
DIS3_exon9	20	0.8166	0.0479	0.8297	0.7026	0.9074	0.8297	0.0479
DNAH5_exon1	20	1.0187	0.0409	1.0015	0.9653	1.1004	1.0015	0.0409
DNAH5_exon10	20	1.115	0.0492	1.1083	1.0348	1.2109	1.1083	0.0492
DNAH5_exon11	20	0.9884	0.0449	0.9899	0.8765	1.0667	0.9899	0.0449
DNAH5_exon12	20	0.7524	0.0389	0.7638	0.647	0.8268	0.7638	0.0389
DNAH5_exon13	20	1.0585	0.0367	1.073	0.9998	1.1168	1.073	0.0367
DNAH5_exon14	20	0.8178	0.0449	0.829	0.738	0.9137	0.829	0.0449
DNAH5_exon15	20	0.7892	0.0374	0.7923	0.6954	0.8402	0.7923	0.0374
DNAH5_exon16	20	0.982	0.035	0.9809	0.903	1.0374	0.9809	0.035
DNAH5_exon17	20	1.01	0.0438	1.0025	0.9113	1.0824	1.0025	0.0438
DNAH5_exon18	20	1.0777	0.0504	1.087	0.9533	1.1504	1.087	0.0504
DNAH5_exon19	20	1.1154	0.0423	1.1153	1.0375	1.1758	1.1153	0.0423
DNAH5_exon2	20	1.0056	0.0555	1.0058	0.9131	1.1128	1.0058	0.0555
DNAH5_exon20	20	1.0421	0.0531	1.0396	0.957	1.1788	1.0396	0.0531
DNAH5_exon21	20	1.0105	0.0551	1.0084	0.9071	1.092	1.0084	0.0551
DNAH5_exon22	20	1.1112	0.0394	1.122	1.0318	1.1549	1.122	0.0394
DNAH5_exon23	20	1.1542	0.0521	1.1661	1.0407	1.2298	1.1661	0.0521
DNAH5_exon24	20	1.1657	0.0369	1.1535	1.1177	1.2473	1.1535	0.0369
DNAH5_exon25	20	1.0274	0.0454	1.0277	0.9555	1.1706	1.0277	0.0454
DNAH5_exon26	20	1.2303	0.0418	1.2411	1.1268	1.2908	1.2411	0.0418
DNAH5_exon27	20	1.2862	0.0465	1.2883	1.1804	1.3478	1.2883	0.0465
DNAH5_exon28	20	1.0532	0.0412	1.0607	0.967	1.1419	1.0607	0.0412
DNAH5_exon29	20	1.1423	0.0365	1.1431	1.0688	1.1965	1.1431	0.0365
DNAH5_exon3	20	1.2931	0.0549	1.3064	1.1938	1.3603	1.3064	0.0549
DNAH5_exon30	20	0.9007	0.0337	0.9004	0.8271	0.9668	0.9004	0.0337
DNAH5_exon31	20	0.9632	0.0372	0.9623	0.8653	1.0189	0.9623	0.0372
DNAH5_exon32	20	1.2095	0.0547	1.2049	1.1171	1.3166	1.2049	0.0547
DNAH5_exon33	20	1.1178	0.0578	1.1115	0.9746	1.2067	1.1115	0.0578
DNAH5_exon34	20	0.9211	0.0369	0.9145	0.8749	1.0031	0.9145	0.0369
DNAH5_exon35	20	0.9052	0.0484	0.9063	0.8163	0.9883	0.9063	0.0484
DNAH5_exon36	20	1.0575	0.0406	1.0554	0.973	1.1212	1.0554	0.0406
DNAH5_exon37	20	1.0372	0.04	1.0384	0.9521	1.1184	1.0384	0.04
DNAH5_exon38	20	0.4669	0.0353	0.4689	0.4047	0.533	0.4689	0.0353
DNAH5_exon39	20	1.0315	0.0554	1.0241	0.9654	1.2157	1.0241	0.0554
DNAH5_exon4	20	0.9742	0.0463	0.9557	0.9136	1.0998000000000001	0.9557	0.0463
