name	n	mean_probe	sd_probe	median_probe	min_probe	max_probe	NORM_FACT	NF_sd
ATM_exon1	11	1.4006	0.1301	1.4598	1.2099	1.5588	1.4598	0.1301
ATM_exon10	11	1.2793	0.1971	1.2899	1.0012	1.6938	1.2899	0.1971
ATM_exon11	11	1.2321	0.0841	1.2433	1.0516	1.3526	1.2433	0.0841
ATM_exon12	11	0.9155	0.0609	0.913	0.8457	1.0052	0.913	0.0609
ATM_exon13	11	1.2489	0.1248	1.1908	1.0824	1.4615	1.1908	0.1248
ATM_exon14	11	1.2311	0.175	1.2565	0.9577	1.4365	1.2565	0.175
ATM_exon15	11	1.2402	0.0509	1.2195	1.1838	1.3246	1.2195	0.0509
ATM_exon16	11	1.1515	0.0718	1.1278	1.076	1.3221	1.1278	0.0718
ATM_exon17	11	1.0205	0.0886	1.0291	0.8873	1.2058	1.0291	0.0886
ATM_exon18	11	1.2922	0.0933	1.2946	1.1109	1.453	1.2946	0.0933
ATM_exon19	11	1.2533	0.1698	1.3097	1.0318	1.4491	1.3097	0.1698
ATM_exon2	11	1.1928	0.1067	1.196	1.0468	1.455	1.196	0.1067
ATM_exon20	11	1.3314	0.1202	1.3264	1.1738	1.5357	1.3264	0.1202
ATM_exon21	11	1.2567	0.1567	1.2687	0.9828	1.5012	1.2687	0.1567
ATM_exon22	11	1.0161	0.1367	0.9904	0.8064	1.2168	0.9904	0.1367
ATM_exon23	11	1.2175	0.2241	1.2959	0.9091	1.6449	1.2959	0.2241
ATM_exon24	11	1.094	0.0498	1.1038	0.9861	1.1542	1.1038	0.0498
ATM_exon25	11	1.1335	0.0863	1.1251	0.9517	1.2614	1.1251	0.0863
ATM_exon26	11	1.1721	0.2099	1.2045	0.8011	1.4509	1.2045	0.2099
ATM_exon27	11	1.1604	0.1427	1.1161	0.9263	1.3628	1.1161	0.1427
ATM_exon28	11	1.1881	0.0869	1.1791	0.9985	1.3278	1.1791	0.0869
ATM_exon29	11	1.1782	0.1723	1.2558	0.9417	1.4042	1.2558	0.1723
ATM_exon3	11	1.4176	0.0991	1.4285	1.2986	1.6399	1.4285	0.0991
ATM_exon30	11	1.2321	0.1515	1.2069	0.944	1.4732	1.2069	0.1515
ATM_exon31	11	1.1938	0.0991	1.1674	1.0663	1.3802	1.1674	0.0991
ATM_exon32	11	1.2186	0.0869	1.2009	1.1044	1.3708	1.2009	0.0869
ATM_exon33	11	1.2365	0.1506	1.2176	1.032	1.5207	1.2176	0.1506
ATM_exon34	11	1.2792	0.1952	1.3455	0.93	1.6185	1.3455	0.1952
ATM_exon35	11	1.1316	0.124	1.1756	0.9326	1.2931	1.1756	0.124
ATM_exon36	11	1.1273	0.0891	1.1305	0.9815	1.2625	1.1305	0.0891
ATM_exon37	11	1.1621	0.1383	1.1548	0.9679	1.4903	1.1548	0.1383
ATM_exon38	11	1.2245	0.1434	1.2382	0.9828	1.4396	1.2382	0.1434
ATM_exon39	11	1.2707	0.0677	1.2705	1.1264	1.4009	1.2705	0.0677
ATM_exon4	11	1.191	0.1631	1.1217	0.9119	1.4388	1.1217	0.1631
ATM_exon40	11	0.977	0.0601	0.9721	0.8746	1.104	0.9721	0.0601
ATM_exon41	11	1.0397	0.1365	1.0151	0.8848	1.2795	1.0151	0.1365
ATM_exon42	11	0.7688	0.0533	0.7715	0.6938	0.8579	0.7715	0.0533
ATM_exon43	11	1.0758	0.1129	1.0846	0.7813	1.1851	1.0846	0.1129
ATM_exon44	11	0.9534	0.0558	0.9508	0.8791	1.0712	0.9508	0.0558
ATM_exon45	11	1.3212	0.091	1.2989	1.2119	1.4813	1.2989	0.091
ATM_exon46	11	1.2688	0.0848	1.2755	1.1558	1.4552	1.2755	0.0848
ATM_exon47	11	1.1496	0.1116	1.1308	1.0173	1.3825	1.1308	0.1116
ATM_exon48	11	1.1114	0.0891	1.1267	0.9582	1.2302	1.1267	0.0891
ATM_exon49	11	1.1952	0.0897	1.2255	1.0354	1.3294	1.2255	0.0897
ATM_exon5	11	1.2271	0.1276	1.2587	1.0338	1.4009	1.2587	0.1276
ATM_exon50	11	1.2949	0.0776	1.2688	1.1543	1.4109	1.2688	0.0776
ATM_exon51	11	1.2172	0.1227	1.194	0.9933	1.3924	1.194	0.1227
ATM_exon52	11	1.2734	0.1271	1.3341	1.0504	1.4312	1.3341	0.1271
ATM_exon53	11	1.085	0.0594	1.0967	0.9653	1.1545	1.0967	0.0594
ATM_exon54	11	1.2264	0.0748	1.2549	1.0948	1.3131	1.2549	0.0748
ATM_exon55	11	1.1751	0.1204	1.1592	1.0015	1.3613	1.1592	0.1204
ATM_exon56	11	1.2368	0.1819	1.2735	0.9538	1.4612	1.2735	0.1819
ATM_exon57	11	1.3037	0.0679	1.3301	1.1952	1.3898	1.3301	0.0679
ATM_exon58	11	1.4248	0.0632	1.4038	1.3402	1.5196	1.4038	0.0632
ATM_exon59	11	1.1346	0.0948	1.1068	1.0298	1.3305	1.1068	0.0948
ATM_exon6	11	1.2804	0.085	1.2786	1.1372	1.4054	1.2786	0.085
ATM_exon60	11	1.3539	0.0794	1.3485	1.257	1.4869	1.3485	0.0794
ATM_exon7	11	1.0879	0.0776	1.1062	0.9821	1.2291	1.1062	0.0776
ATM_exon8	11	1.1559	0.0492	1.1604	1.0767	1.2212	1.1604	0.0492
ATM_exon9	11	1.2762	0.1088	1.2724	1.0319	1.4332	1.2724	0.1088
ATR_exon1	11	1.2003	0.0894	1.1667	1.0997	1.3635	1.1667	0.0894
ATR_exon10	11	1.1922	0.0864	1.1935	1.0497	1.3562	1.1935	0.0864
ATR_exon11	11	1.2789	0.1039	1.2856	1.1117	1.4499	1.2856	0.1039
ATR_exon12	11	1.3074	0.1623	1.2692	1.0372	1.5264	1.2692	0.1623
ATR_exon13	11	0.8746	0.0595	0.8945	0.7848	0.977	0.8945	0.0595
ATR_exon14	11	0.9964	0.0643	0.9801	0.9026	1.1088	0.9801	0.0643
ATR_exon15	11	0.934	0.1237	0.9226	0.7456	1.1792	0.9226	0.1237
ATR_exon16	11	1.0599	0.0675	1.0729	0.9425	1.1946	1.0729	0.0675
ATR_exon17	11	0.8356	0.0742	0.846	0.7193	0.936	0.846	0.0742
ATR_exon18	11	1.1285	0.1421	1.1293	0.9773	1.4625	1.1293	0.1421
ATR_exon19	11	1.1859	0.1467	1.1835	0.992	1.4129	1.1835	0.1467
ATR_exon2	11	1.438	0.1873	1.3733	1.2294	1.6816	1.3733	0.1873
ATR_exon20	11	0.9734	0.0502	0.9671	0.9095	1.0696	0.9671	0.0502
ATR_exon21	11	0.9259	0.038	0.9218	0.8662	0.9963	0.9218	0.038
ATR_exon22	11	1.1008	0.1442	1.0489	0.9212	1.3267	1.0489	0.1442
ATR_exon23	11	1.3103	0.0988	1.2959	1.1287	1.4627	1.2959	0.0988
ATR_exon24	11	1.1082	0.1022	1.1046	0.8983	1.2748	1.1046	0.1022
ATR_exon25	11	1.1267	0.1133	1.1202	0.8729	1.3166	1.1202	0.1133
ATR_exon26	11	0.9266	0.0463	0.9318	0.8507	1.0063	0.9318	0.0463
ATR_exon27	11	1.1781	0.0914	1.16	1.0906	1.39	1.16	0.0914
ATR_exon28	11	0.9526	0.1182	0.9822	0.6556	1.1122	0.9822	0.1182
ATR_exon29	11	1.0419	0.1459	1.0313	0.8323	1.237	1.0313	0.1459
ATR_exon3	11	1.3757	0.129	1.3667	1.2396	1.6906	1.3667	0.129
ATR_exon30	11	0.927	0.1626	0.9245	0.5607	1.0928	0.9245	0.1626
ATR_exon31	11	1.2249	0.1471	1.2625	0.8397	1.365	1.2625	0.1471
ATR_exon32	11	1.1667	0.1562	1.1852	0.9347	1.424	1.1852	0.1562
ATR_exon33	11	1.1781	0.095	1.1947	0.9681	1.2937	1.1947	0.095
ATR_exon34	11	1.0956	0.0906	1.1376	0.9612	1.2009	1.1376	0.0906
ATR_exon35	11	1.3776	0.0596	1.3859	1.2858	1.4527	1.3859	0.0596
ATR_exon36	11	1.3625	0.0685	1.3482	1.2551	1.513	1.3482	0.0685
ATR_exon37	11	1.4058	0.1428	1.3774	1.2262	1.6817	1.3774	0.1428
ATR_exon38	11	1.3785	0.0988	1.3869	1.1765	1.5292	1.3869	0.0988
ATR_exon39	11	1.2622	0.0732	1.2655	1.1426	1.4123000000000001	1.2655	0.0732
ATR_exon4	11	1.115	0.1251	1.1508	0.7937	1.2888	1.1508	0.1251
ATR_exon40	11	1.3724	0.1215	1.3471	1.2164	1.5348	1.3471	0.1215
ATR_exon41	11	1.2629	0.1513	1.1964	1.0875	1.5716	1.1964	0.1513
ATR_exon42	11	1.2862	0.073	1.2942	1.1421	1.4151	1.2942	0.073
ATR_exon43	11	1.0391	0.0835	1.0367	0.9228	1.1816	1.0367	0.0835
ATR_exon44	11	1.3822	0.0958	1.3871	1.2257	1.5209	1.3871	0.0958
ATR_exon45	11	0.9255	0.0572	0.9336	0.8252	1.0098	0.9336	0.0572
ATR_exon46	11	1.1342	0.1891	1.2199	0.8843	1.3387	1.2199	0.1891
ATR_exon47	11	0.6028	0.1298	0.5845	0.437	0.8134	0.5845	0.1298
ATR_exon5	11	1.224	0.1238	1.2789	0.9386	1.3401	1.2789	0.1238
ATR_exon6	11	1.1959	0.1093	1.1973	0.9428	1.3955	1.1973	0.1093
ATR_exon7	11	1.2438	0.1369	1.2179	1.0595	1.4386	1.2179	0.1369
ATR_exon8	11	1.0449	0.119	1.0347	0.9063	1.198	1.0347	0.119
ATR_exon9	11	0.9001	0.0764	0.8868	0.7982	1.0554	0.8868	0.0764
BAX_exon1	11	0.1203	0.0426	0.1072	0.0742	0.1861	0.1072	0.0426
BAX_exon2	11	1.0461	0.1271	1.0491	0.8424	1.2486	1.0491	0.1271
BAX_exon3	11	0.8922	0.0996	0.8966	0.7171	1.045	0.8966	0.0996
BAX_exon4	11	0.5889	0.0908	0.5833	0.4208	0.7159	0.5833	0.0908
BAX_exon5	11	0.366	0.0875	0.368	0.2516	0.4936	0.368	0.0875
BAX_exon6	11	1.1412	0.1399	1.1399	0.9561	1.3913	1.1399	0.1399
BAX_exon7	11	0.6599	0.0545	0.671	0.575	0.7356	0.671	0.0545
BCL7A_exon1	11	0.1061	0.0348	0.1015	0.056	0.1811	0.1015	0.0348
BCL7A_exon2	11	0.6998	0.1337	0.7181	0.5071	0.8783	0.7181	0.1337
BCL7A_exon3	11	1.1897	0.1693	1.1704	0.9704	1.4334	1.1704	0.1693
BCL7A_exon4	11	0.71	0.1374	0.6535	0.5454	0.9405	0.6535	0.1374
BCL7A_exon5	11	0.99	0.1284	0.9822	0.826	1.2377	0.9822	0.1284
BCL7A_exon6	11	1.2219	0.1191	1.1679	1.1193	1.526	1.1679	0.1191
BIRC2_exon1	11	1.1469	0.1618	1.2063	0.9127	1.416	1.2063	0.1618
BIRC2_exon10	11	1.0912	0.116	1.1328	0.8399	1.245	1.1328	0.116
BIRC2_exon2	11	1.3841	0.1118	1.4043	1.2019	1.5469	1.4043	0.1118
BIRC2_exon3	11	1.35	0.0449	1.3519	1.2945	1.4621	1.3519	0.0449
BIRC2_exon4	11	1.4286	0.2045	1.4448	1.1085	1.6812	1.4448	0.2045
BIRC2_exon5	11	1.3466	0.1544	1.4041	1.1262	1.5875	1.4041	0.1544
BIRC2_exon6	11	1.0885	0.1361	1.0915	0.8767	1.2996	1.0915	0.1361
BIRC2_exon7	11	1.298	0.122	1.2847	1.1437	1.4803	1.2847	0.122
BIRC2_exon8	11	1.2538	0.0486	1.2495	1.1834	1.3338	1.2495	0.0486
BIRC2_exon9	11	1.4087	0.1462	1.4005	1.0699	1.5645	1.4005	0.1462
BIRC3_exon1	11	1.5396	0.1624	1.5259	1.2648	1.8413	1.5259	0.1624
BIRC3_exon2	11	1.2749	0.0952	1.2697	1.1255	1.422	1.2697	0.0952
BIRC3_exon3	11	0.7394	0.0622	0.7291	0.6582	0.8831	0.7291	0.0622
BIRC3_exon4	11	0.9834	0.0762	0.9702	0.8724	1.0903	0.9702	0.0762
BIRC3_exon5	11	0.9584	0.1324	0.9179	0.8123	1.1733	0.9179	0.1324
BIRC3_exon6	11	1.376	0.1673	1.3765	1.089	1.7275	1.3765	0.1673
BIRC3_exon7	11	1.4037	0.1542	1.445	1.1386	1.6571	1.445	0.1542
BIRC3_exon8	11	1.3497	0.1376	1.3163	1.1634	1.5416	1.3163	0.1376
BRAF_exon1	11	0.9605	0.0732	0.9431	0.8322	1.0692	0.9431	0.0732
BRAF_exon10	11	1.1681	0.1139	1.1781	0.9074	1.3131	1.1781	0.1139
BRAF_exon11	11	1.1953	0.1816	1.224	0.9879	1.4191	1.224	0.1816
BRAF_exon12	11	1.3067	0.0955	1.2711	1.1867	1.5391	1.2711	0.0955
BRAF_exon13	11	0.5272	0.118	0.4986	0.3632	0.74	0.4986	0.118
BRAF_exon14	11	1.2756	0.1192	1.2663	1.1267	1.5119	1.2663	0.1192
BRAF_exon15	11	0.869	0.0628	0.8612	0.793	0.9571	0.8612	0.0628
BRAF_exon16	11	1.1309	0.0905	1.1366	0.9475	1.28	1.1366	0.0905
BRAF_exon17	11	1.2809	0.1536	1.2884	0.9946	1.4822	1.2884	0.1536
BRAF_exon18	11	1.2042	0.1249	1.2293	1.0027	1.4327	1.2293	0.1249
BRAF_exon19	11	1.1855	0.1263	1.2085	0.9211	1.3309	1.2085	0.1263
BRAF_exon2	11	0.6255	0.0695	0.5947	0.5445	0.7332	0.5947	0.0695
BRAF_exon20	11	0.8654	0.1252	0.8845	0.7249	1.067	0.8845	0.1252
BRAF_exon21	11	0.8763	0.1391	0.8773	0.6456	1.0777	0.8773	0.1391
BRAF_exon22	11	1.1922	0.1032	1.2116	0.9983	1.3987	1.2116	0.1032
BRAF_exon23	11	1.1699	0.1719	1.1782	0.9152	1.4159	1.1782	0.1719
BRAF_exon24	11	1.2057	0.1283	1.2473	0.9754	1.383	1.2473	0.1283
BRAF_exon25	11	1.09	0.1441	1.0371	0.8763	1.2824	1.0371	0.1441
BRAF_exon26	11	0.9365	0.1596	0.9931	0.6384	1.155	0.9931	0.1596
BRAF_exon27	11	0.2077	0.0785	0.2042	0.1028	0.3221	0.2042	0.0785
BRAF_exon3	11	1.3756	0.1437	1.3374	1.1581	1.6396	1.3374	0.1437
BRAF_exon4	11	1.0148	0.1434	1.0373000000000001	0.7368	1.1951	1.0373000000000001	0.1434
BRAF_exon5	11	1.1814	0.1893	1.1941	0.8969	1.4597	1.1941	0.1893
BRAF_exon6	11	1.2751	0.1168	1.304	0.9709	1.3803	1.304	0.1168
BRAF_exon7	11	1.3511	0.0929	1.3622	1.1118	1.4766	1.3622	0.0929
BRAF_exon8	11	1.5235	0.1275	1.4973	1.2649	1.7073	1.4973	0.1275
BRAF_exon9	11	1.0056	0.1148	1.0049	0.8111	1.1974	1.0049	0.1148
BTG1_exon1	11	0.9238	0.1027	0.9258	0.748	1.0611	0.9258	0.1027
BTG1_exon2	11	1.0552	0.1137	1.0572	0.9172	1.3294	1.0572	0.1137
BTG1_exon3	11	0.2351	0.0864	0.2428	0.137	0.3906	0.2428	0.0864
CARD11_exon1	11	0.612	0.1447	0.569	0.4605	0.8527	0.569	0.1447
CARD11_exon10	11	0.6433	0.1339	0.6392	0.4485	0.7814	0.6392	0.1339
CARD11_exon11	11	0.325	0.1234	0.2565	0.2069	0.5316	0.2565	0.1234
CARD11_exon12	11	0.4747	0.0718	0.5013	0.359	0.5739	0.5013	0.0718
CARD11_exon13	11	1.1258	0.1589	1.118	0.8183	1.3289	1.118	0.1589
CARD11_exon14	11	0.5119	0.1123	0.4708	0.379	0.705	0.4708	0.1123
CARD11_exon15	11	0.2474	0.1416	0.1586	0.1171	0.4446	0.1586	0.1416
CARD11_exon16	11	1.0091	0.1071	0.9755	0.9198	1.2827	0.9755	0.1071
CARD11_exon17	11	0.8793	0.1449	0.9332	0.6983	1.0997	0.9332	0.1449
CARD11_exon18	11	0.963	0.1477	0.9232	0.7453	1.2701	0.9232	0.1477
CARD11_exon19	11	0.8817	0.1338	0.8967	0.6686	1.0622	0.8967	0.1338
CARD11_exon2	11	0.6245	0.1366	0.5946	0.4404	0.852	0.5946	0.1366
CARD11_exon20	11	0.5121	0.1395	0.4427	0.3069	0.7469	0.4427	0.1395
CARD11_exon21	11	1.3748	0.2004	1.3291	1.1437	1.9076	1.3291	0.2004
CARD11_exon22	11	1.1421	0.1189	1.1432	0.9802	1.3535	1.1432	0.1189
CARD11_exon23	11	1.1052	0.0508	1.1083	1.0282	1.2125	1.1083	0.0508
CARD11_exon24	11	0.9163	0.087	0.9054	0.7758	1.0483	0.9054	0.087
CARD11_exon25	11	1.0733	0.1229	1.0821	0.8918	1.249	1.0821	0.1229
CARD11_exon26	11	0.6837	0.1506	0.6563	0.4509	0.9289	0.6563	0.1506
CARD11_exon3	11	1.0007	0.1569	1.0051	0.7738	1.2925	1.0051	0.1569
CARD11_exon4	11	0.4994	0.1542	0.425	0.2862	0.7414	0.425	0.1542
CARD11_exon5	11	0.5442	0.1226	0.509	0.3634	0.6928	0.509	0.1226
CARD11_exon6	11	0.8682	0.1168	0.8352	0.7304	1.0319	0.8352	0.1168
CARD11_exon7	11	0.6772	0.1138	0.6425	0.5357	0.8827	0.6425	0.1138
CARD11_exon8	11	0.2594	0.0781	0.2356	0.1782	0.3978	0.2356	0.0781
CARD11_exon9	11	0.7203	0.1466	0.647	0.5566	0.9262	0.647	0.1466
CCND1_exon1	11	0.4152	0.1208	0.4009	0.2093	0.6198	0.4009	0.1208
CCND1_exon2	11	0.4546	0.1406	0.3905	0.3085	0.6557	0.3905	0.1406
CCND1_exon3	11	1.183	0.1716	1.1398	1.0185	1.5859	1.1398	0.1716
CCND1_exon4	11	0.4493	0.0894	0.4445	0.2861	0.5585	0.4445	0.0894
CCND1_exon5	11	0.3628	0.0778	0.3364	0.2648	0.4773	0.3364	0.0778
CCND1_exon6	11	0.6275	0.1617	0.5158	0.4597	0.865	0.5158	0.1617
CD19_exon1	11	0.7125	0.1323	0.6604	0.5203	0.9394	0.6604	0.1323
CD19_exon2	11	0.3308	0.0696	0.3144	0.2473	0.4654	0.3144	0.0696
CD19_exon3	11	0.5585	0.1355	0.5273	0.3902	0.7667	0.5273	0.1355
CD19_exon4	11	0.8965	0.1488	0.9128	0.6886	1.0801	0.9128	0.1488
CD19_exon5	11	1.2236	0.1321	1.1969	1.0592	1.5244	1.1969	0.1321
CD19_exon6	11	0.842	0.077	0.8362	0.741	0.9912	0.8362	0.077
CD19_exon7	11	0.3869	0.1124	0.3752	0.2344	0.5387	0.3752	0.1124
CD19_exon8	11	0.8432	0.1253	0.8327	0.6732	1.0105	0.8327	0.1253
CD19_exon9	11	0.9599	0.13	0.9134	0.8069	1.1349	0.9134	0.13
CD27_exon1	11	0.3063	0.1337	0.2226	0.1456	0.5341	0.2226	0.1337
CD27_exon2	11	0.771	0.2103	0.6928	0.4928	1.0602	0.6928	0.2103
CD27_exon3	11	1.0519	0.1424	1.0163	0.8947	1.291	1.0163	0.1424
CD27_exon4	11	1.0192	0.0947	0.9981	0.9152	1.1984	0.9981	0.0947
CD27_exon5	11	0.5421	0.1074	0.5074	0.4321	0.7246	0.5074	0.1074
CD38_exon1	11	0.4197	0.101	0.4087	0.271	0.5404	0.4087	0.101
CD38_exon2	11	1.0315	0.1074	1.0451	0.8317	1.2105	1.0451	0.1074
CD38_exon3	11	0.7268	0.1247	0.6716	0.5517	0.9202	0.6716	0.1247
CD38_exon4	11	1.167	0.0876	1.2092	1.0623	1.2852	1.2092	0.0876
CD38_exon5	11	1.0488	0.0747	1.0257	0.9689	1.2111	1.0257	0.0747
CD38_exon6	11	0.9643	0.0756	0.9476	0.8712	1.1104	0.9476	0.0756
CD38_exon7	11	1.121	0.1178	1.0901	0.9255	1.2949	1.0901	0.1178
CD38_exon8	11	1.1452	0.0755	1.1412	1.0196	1.2681	1.1412	0.0755
CDKN1B_exon1	11	0.7585	0.0974	0.7224	0.6578	0.997	0.7224	0.0974
CDKN1B_exon2	11	1.1213	0.1557	1.0948	0.9373	1.4862	1.0948	0.1557
CDKN1B_exon3	11	1.3472	0.0921	1.3249	1.1981	1.5182	1.3249	0.0921
CDKN2C_exon1	11	1.0975	0.081	1.0946	0.9697	1.2921	1.0946	0.081
CDKN2C_exon2	11	0.8929	0.1339	0.9039	0.6401	1.1234	0.9039	0.1339
CKS1B_exon1	11	0.658	0.1226	0.6963	0.4728	0.8396	0.6963	0.1226
CKS1B_exon2	11	1.1344	0.0948	1.118	1.0028	1.3354	1.118	0.0948
CKS1B_exon3	11	0.7438	0.0906	0.7589	0.6189	0.8764	0.7589	0.0906
CRBN_exon1	11	1.0553	0.0839	1.0257	0.9563	1.2653	1.0257	0.0839
CRBN_exon10	11	1.2585	0.1	1.2679	1.0922	1.3731	1.2679	0.1
CRBN_exon11	11	0.2641	0.1311	0.2237	0.1095	0.462	0.2237	0.1311
CRBN_exon2	11	1.0166	0.0757	1.0172	0.8798	1.1822	1.0172	0.0757
CRBN_exon3	11	1.1835	0.1541	1.1726	0.9148	1.3678	1.1726	0.1541
CRBN_exon4	11	1.1466	0.13	1.1123	0.8923	1.3296	1.1123	0.13
CRBN_exon5	11	1.1299	0.0719	1.1193	1.0173	1.2709	1.1193	0.0719
CRBN_exon6	11	1.1821	0.1099	1.1847	1.035	1.3359	1.1847	0.1099
CRBN_exon7	11	0.9561	0.101	0.9799	0.6771	1.0726	0.9799	0.101
CRBN_exon8	11	1.3078	0.1805	1.3048	1.0702	1.5678	1.3048	0.1805
CRBN_exon9	11	1.4087	0.0852	1.3969	1.3148	1.5768	1.3969	0.0852
CUL4B_exon1	11	0.9697	0.3317	0.7642	0.6682	1.4419	0.7642	0.3317
CUL4B_exon10	11	0.8406	0.2884	0.7924	0.5153	1.4565	0.7924	0.2884
CUL4B_exon11	11	0.9356	0.3242	0.7214	0.6446	1.4315	0.7214	0.3242
CUL4B_exon12	11	0.8251	0.2866	0.7028	0.5218	1.3008	0.7028	0.2866
CUL4B_exon13	11	0.9749	0.3334	0.8356	0.5987	1.47	0.8356	0.3334
CUL4B_exon14	11	0.9701	0.3731	0.8314	0.502	1.5005	0.8314	0.3731
CUL4B_exon15	11	0.932	0.3047	0.8193	0.6035	1.5063	0.8193	0.3047
CUL4B_exon16	11	0.8773	0.3103	0.7314	0.566	1.3314	0.7314	0.3103
CUL4B_exon17	11	0.8961	0.3221	0.7001	0.5561	1.4053	0.7001	0.3221
CUL4B_exon18	11	0.892	0.2962	0.7626	0.5852	1.3757	0.7626	0.2962
CUL4B_exon19	11	0.9076	0.2932	0.7242	0.6425	1.3499	0.7242	0.2932
CUL4B_exon2	11	0.8811	0.2776	0.7426	0.6126	1.4146	0.7426	0.2776
CUL4B_exon20	11	0.8478	0.2886	0.7197	0.5885	1.3666	0.7197	0.2886
CUL4B_exon21	11	0.823	0.2751	0.6934	0.5314	1.2558	0.6934	0.2751
CUL4B_exon22	11	0.0998	0.0544	0.0877	0.0376	0.2066	0.0877	0.0544
CUL4B_exon23	11	0.925	0.3331	0.7029	0.617	1.3979	0.7029	0.3331
CUL4B_exon3	11	0.8131	0.2584	0.705	0.537	1.2126	0.705	0.2584
CUL4B_exon4	11	0.9011	0.2858	0.7219	0.6181	1.346	0.7219	0.2858
CUL4B_exon5	11	0.7346	0.2431	0.6169	0.5009	1.1484	0.6169	0.2431
CUL4B_exon6	11	0.8948	0.2894	0.7371	0.5864	1.3254	0.7371	0.2894
CUL4B_exon7	11	0.8345	0.3137	0.6903	0.5077	1.4141	0.6903	0.3137
CUL4B_exon8	11	0.8368	0.3312	0.6635	0.4902	1.358	0.6635	0.3312
CUL4B_exon9	11	0.7995	0.2907	0.6178	0.4634	1.2918	0.6178	0.2907
CYLD_exon1	11	1.145	0.104	1.1182	0.9052	1.262	1.1182	0.104
CYLD_exon10	11	1.2576	0.1046	1.2545	1.1458	1.4521	1.2545	0.1046
CYLD_exon11	11	1.1764	0.0773	1.1809	1.0748	1.3114	1.1809	0.0773
CYLD_exon12	11	1.1846	0.1436	1.1822	0.9051	1.4434	1.1822	0.1436
CYLD_exon13	11	1.2704	0.0782	1.2766	1.1632	1.4067	1.2766	0.0782
CYLD_exon14	11	1.0446	0.2128	1.0313	0.7437	1.3341	1.0313	0.2128
CYLD_exon15	11	1.0173	0.1162	0.9992	0.8927	1.2288	0.9992	0.1162
CYLD_exon16	11	1.1423	0.1949	1.2135	0.8513	1.3643	1.2135	0.1949
CYLD_exon17	11	1.0274	0.0632	1.0353	0.9349	1.1185	1.0353	0.0632
CYLD_exon18	11	0.8921	0.1123	0.929	0.7335	1.0369	0.929	0.1123
CYLD_exon19	11	0.9184	0.1039	0.8996	0.785	1.0781	0.8996	0.1039
CYLD_exon2	11	1.0232	0.0951	1.0387	0.8075	1.1742	1.0387	0.0951
CYLD_exon20	11	1.074	0.0684	1.063	0.9434	1.1698	1.063	0.0684
CYLD_exon21	11	0.4598	0.0706	0.4487	0.3685	0.5653	0.4487	0.0706
CYLD_exon3	11	1.1326	0.0957	1.1565	0.9562	1.2691	1.1565	0.0957
CYLD_exon4	11	0.9801	0.1381	1.0262	0.7688	1.1649	1.0262	0.1381
CYLD_exon5	11	1.2808	0.17	1.2777	0.9184	1.5478	1.2777	0.17
CYLD_exon6	11	0.8063	0.1274	0.8147	0.4908	0.9255	0.8147	0.1274
CYLD_exon7	11	1.0832	0.1502	1.0734	0.7843	1.3365	1.0734	0.1502
CYLD_exon8	11	1.1117	0.0638	1.1251	0.9926	1.1804	1.1251	0.0638
CYLD_exon9	11	1.0661	0.0472	1.0413	1.0061	1.1411	1.0413	0.0472
DDB1_exon1	11	0.635	0.1404	0.5709	0.4751	0.8249	0.5709	0.1404
DDB1_exon10	11	0.8467	0.0986	0.8588	0.6903	1.0217	0.8588	0.0986
DDB1_exon11	11	0.897	0.1205	0.9429	0.738	1.106	0.9429	0.1205
DDB1_exon12	11	1.3484	0.1035	1.3467	1.1284	1.5185	1.3467	0.1035
DDB1_exon13	11	1.0575	0.072	1.0319	0.9449	1.169	1.0319	0.072
DDB1_exon14	11	1.233	0.0965	1.2489	1.0198	1.3771	1.2489	0.0965
DDB1_exon15	11	1.1231	0.1225	1.1098	0.9985	1.2876	1.1098	0.1225
DDB1_exon16	11	1.2897	0.0749	1.2802	1.1831	1.4496	1.2802	0.0749
DDB1_exon17	11	1.2022	0.0887	1.1956	1.0642	1.3512	1.1956	0.0887
DDB1_exon18	11	1.2383	0.0763	1.2293	1.1203	1.3574	1.2293	0.0763
DDB1_exon19	11	1.1781	0.1186	1.1751	1.026	1.3303	1.1751	0.1186
DDB1_exon2	11	1.0328	0.1242	1.0331	0.846	1.1914	1.0331	0.1242
DDB1_exon20	11	1.0921	0.0905	1.0979	0.9097	1.2184	1.0979	0.0905
DDB1_exon21	11	1.0095	0.0812	0.9793	0.9183	1.1623000000000001	0.9793	0.0812
DDB1_exon22	11	1.2991	0.0693	1.2971	1.179	1.3953	1.2971	0.0693
DDB1_exon23	11	1.1181	0.0598	1.1243	1.0038	1.2049	1.1243	0.0598
DDB1_exon24	11	1.0714	0.1072	1.0465	0.9461	1.294	1.0465	0.1072
DDB1_exon25	11	0.3266	0.0813	0.3286	0.2203	0.4594	0.3286	0.0813
DDB1_exon3	11	0.9422	0.1072	0.9382	0.8052	1.1403	0.9382	0.1072
DDB1_exon4	11	1.0189	0.141	1.0628	0.768	1.1963	1.0628	0.141
DDB1_exon5	11	0.8208	0.1162	0.7859	0.6003	0.9724	0.7859	0.1162
DDB1_exon6	11	1.3644	0.1789	1.3235	1.1443	1.7117	1.3235	0.1789
DDB1_exon7	11	0.7974	0.1405	0.7783	0.6379	1.0357	0.7783	0.1405
