name	n	mean_probe	sd_probe	median_probe	min_probe	max_probe	NORM_FACT	NF_sd
SP140_exon15	11	1.3205	0.1047	1.3062	1.171	1.4559	1.3062	0.1047
SP140_exon16	11	0.6997	0.1111	0.693	0.5396	0.8537	0.693	0.1111
SP140_exon17	11	1.0691	0.1714	1.0829	0.7968	1.276	1.0829	0.1714
SP140_exon18	11	0.9996	0.096	1.0175	0.8045	1.1768	1.0175	0.096
SP140_exon19	11	1.1046	0.0816	1.0727	1.0097	1.2121	1.0727	0.0816
SP140_exon2	11	0.6526	0.0778	0.629	0.5426	0.8282	0.629	0.0778
SP140_exon20	11	1.2066	0.1958	1.1103	0.9614	1.5327	1.1103	0.1958
SP140_exon21	11	1.1374	0.0896	1.1204	0.9731	1.3082	1.1204	0.0896
SP140_exon22	11	0.8072	0.1109	0.8278	0.6214	0.9465	0.8278	0.1109
SP140_exon23	11	1.1497	0.1281	1.1943	0.9392	1.3368	1.1943	0.1281
SP140_exon24	11	1.3287	0.1437	1.348	1.1311	1.5532	1.348	0.1437
SP140_exon25	11	0.943	0.1199	0.9177	0.7768	1.1398	0.9177	0.1199
SP140_exon26	11	0.0846	0.0411	0.089	0.0337	0.1437	0.089	0.0411
SP140_exon27	11	0.8332	0.1412	0.828	0.6516	1.0556	0.828	0.1412
SP140_exon28	11	0.4405	0.1194	0.408	0.2301	0.6229	0.408	0.1194
SP140_exon29	11	1.134	0.1016	1.1492	0.982	1.3047	1.1492	0.1016
SP140_exon3	11	0.9084	0.0742	0.9237	0.7629	1.0636	0.9237	0.0742
SP140_exon30	11	1.0038	0.0835	0.9815	0.8821	1.1547	0.9815	0.0835
SP140_exon4	11	1.0664	0.0941	1.0686	0.8551	1.1953	1.0686	0.0941
SP140_exon5	11	0.6919	0.0821	0.6513	0.6318	0.8823	0.6513	0.0821
SP140_exon6	11	1.3217	0.099	1.3174	1.1443	1.5351	1.3174	0.099
SP140_exon7	11	0.9144	0.07	0.9374	0.7983	1.0179	0.9374	0.07
SP140_exon8	11	1.1754	0.0419	1.1619	1.1192	1.2392	1.1619	0.0419
SP140_exon9	11	1.0551	0.0763	1.0497	0.8999	1.1667	1.0497	0.0763
STAT3_exon1	11	0.8474	0.1273	0.8146	0.6703	1.0712	0.8146	0.1273
STAT3_exon10	11	1.2935	0.1954	1.3419	0.9412	1.5995	1.3419	0.1954
STAT3_exon11	11	1.212	0.0984	1.1832	1.0806	1.394	1.1832	0.0984
STAT3_exon12	11	1.0876	0.0836	1.0833	0.9495	1.2398	1.0833	0.0836
STAT3_exon13	11	0.8946	0.1156	0.8964	0.6889	1.0755	0.8964	0.1156
STAT3_exon14	11	1.0762	0.0991	1.0705	0.8854	1.2389	1.0705	0.0991
STAT3_exon15	11	1.0039	0.1927	0.9265	0.8084	1.3813	0.9265	0.1927
STAT3_exon16	11	0.8387	0.0955	0.8278	0.6872	0.9659	0.8278	0.0955
STAT3_exon17	11	1.084	0.0785	1.0862	0.9469	1.1835	1.0862	0.0785
STAT3_exon18	11	0.9684	0.0877	0.9738	0.831	1.1165	0.9738	0.0877
STAT3_exon19	11	1.3396	0.104	1.3191	1.1506	1.5423	1.3191	0.104
STAT3_exon2	11	1.2499	0.065	1.2211	1.1703	1.359	1.2211	0.065
STAT3_exon3	11	0.996	0.0976	0.9834	0.8279	1.1821	0.9834	0.0976
STAT3_exon4	11	1.1127	0.0526	1.1168	1.0271	1.1913	1.1168	0.0526
STAT3_exon5	11	1.1938	0.139	1.2201	0.9504	1.3921	1.2201	0.139
STAT3_exon6	11	1.4894	0.1282	1.4609	1.2731	1.7553	1.4609	0.1282
STAT3_exon7	11	1.0866	0.0934	1.1091	0.9598	1.225	1.1091	0.0934
STAT3_exon8	11	1.2926	0.1355	1.2442	1.197	1.5929	1.2442	0.1355
STAT3_exon9	11	0.8236	0.0819	0.8353	0.6772	0.9616	0.8353	0.0819
TGDS_exon1	11	1.065	0.0628	1.1002	0.9323	1.1174	1.1002	0.0628
TGDS_exon10	11	1.2092	0.0537	1.2254	1.1254	1.294	1.2254	0.0537
TGDS_exon11	11	1.2594	0.1288	1.2321	1.0476	1.4286	1.2321	0.1288
TGDS_exon12	11	1.1264	0.169	1.1357	0.8716	1.3404	1.1357	0.169
TGDS_exon13	11	0.3973	0.0995	0.3742	0.1914	0.5257	0.3742	0.0995
TGDS_exon2	11	1.1144	0.1458	1.1104	0.9096	1.3447	1.1104	0.1458
TGDS_exon3	11	1.2646	0.1228	1.2921	1.0954	1.4045	1.2921	0.1228
TGDS_exon4	11	1.2814	0.1321	1.2819	1.0552	1.476	1.2819	0.1321
TGDS_exon5	11	1.0212	0.1475	1.0283	0.8185	1.2525	1.0283	0.1475
TGDS_exon6	11	1.2787	0.1524	1.3123	1.0673	1.5218	1.3123	0.1524
TGDS_exon7	11	1.1575	0.126	1.1866	1.0011	1.3163	1.1866	0.126
TGDS_exon8	11	1.1824	0.2059	1.2114	0.9349	1.428	1.2114	0.2059
TGDS_exon9	11	1.2987	0.1058	1.3145	1.0582	1.4673	1.3145	0.1058
TNFRSF17_exon1	11	1.329	0.1011	1.3079	1.1761	1.555	1.3079	0.1011
TNFRSF17_exon2	11	1.1558	0.1475	1.1155	0.975	1.3997	1.1155	0.1475
TNFRSF17_exon3	11	0.5283	0.1368	0.4857	0.299	0.7591	0.4857	0.1368
TNFRSF17_exon4	11	0.9138	0.0971	0.9281	0.7789	1.1167	0.9281	0.0971
TNFSF12_exon1	11	0.0823	0.0516	0.0575	0.0251	0.1559	0.0575	0.0516
TNFSF12_exon2	11	0.1527	0.0817	0.1168	0.0503	0.2842	0.1168	0.0817
TNFSF12_exon3	11	0.2009	0.1187	0.1615	0.0784	0.3803	0.1615	0.1187
TNFSF12_exon4	11	0.7207	0.0796	0.7212	0.6221	0.8556	0.7212	0.0796
TNFSF12_exon5	11	0.6674	0.1479	0.6524	0.4289	0.8771	0.6524	0.1479
TNFSF12_exon6	11	1.0771	0.1126	1.0442	0.9392	1.2585	1.0442	0.1126
TNFSF12_exon7	11	0.4678	0.1218	0.4297	0.3183	0.6513	0.4297	0.1218
TNFSF12_exon8	11	0.3381	0.0952	0.3199	0.201	0.4767	0.3199	0.0952
TNFSF12_exon9	11	0.44	0.1193	0.3817	0.2769	0.6267	0.3817	0.1193
TP53_exon1	11	0.4294	0.1586	0.3458	0.2821	0.6606	0.3458	0.1586
TP53_exon10	11	0.9238	0.1138	0.8916	0.7821	1.1242	0.8916	0.1138
TP53_exon11	11	0.5258	0.1525	0.4888	0.3198	0.7582	0.4888	0.1525
TP53_exon12	11	0.6314	0.1582	0.6239	0.3303	0.8153	0.6239	0.1582
TP53_exon13	11	0.8448	0.1062	0.8471	0.7283	1.0339	0.8471	0.1062
TP53_exon2	11	0.7662	0.0803	0.7728	0.6134	0.8812	0.7728	0.0803
TP53_exon3	11	0.2102	0.0584	0.2049	0.1209	0.2878	0.2049	0.0584
TP53_exon4	11	0.6959	0.1118	0.6891	0.5337	0.8874	0.6891	0.1118
TP53_exon5	11	0.5739	0.0841	0.5557	0.4291	0.7019	0.5557	0.0841
TP53_exon6	11	1.2331	0.1331	1.2391	1.0065	1.4349	1.2391	0.1331
TP53_exon7	11	1.0253	0.1065	1.0075	0.8834	1.1872	1.0075	0.1065
TP53_exon8	11	0.896	0.1315	0.8666	0.6931	1.0893	0.8666	0.1315
TP53_exon9	11	1.096	0.1318	1.095	0.847	1.3549	1.095	0.1318
TRAF2_exon1	11	0.5731	0.1702	0.5159	0.354	0.789	0.5159	0.1702
TRAF2_exon10	11	0.8758	0.1494	0.8638	0.6793	1.0947	0.8638	0.1494
TRAF2_exon2	11	0.8814	0.1364	0.86240000000000006	0.6953	1.1096	0.86240000000000006	0.1364
TRAF2_exon3	11	0.8922	0.1268	0.9191	0.689	1.0885	0.9191	0.1268
TRAF2_exon4	11	0.579	0.1525	0.487	0.4029	0.833	0.487	0.1525
TRAF2_exon5	11	0.5416	0.1698	0.4962	0.3266	0.7982	0.4962	0.1698
TRAF2_exon6	11	1.1648	0.1538	1.1361	0.8976	1.4498	1.1361	0.1538
TRAF2_exon7	11	0.6106	0.1554	0.5762	0.4119	0.8356	0.5762	0.1554
TRAF2_exon8	11	0.6439	0.1698	0.5962	0.4383	0.8714	0.5962	0.1698
TRAF2_exon9	11	0.6553	0.1172	0.6166	0.5209	0.8267	0.6166	0.1172
TRAF3_exon1	11	1.1315	0.1035	1.1205	0.9632	1.3874	1.1205	0.1035
TRAF3_exon10	11	0.9961	0.1079	0.9941	0.8515	1.1952	0.9941	0.1079
TRAF3_exon11	11	0.4054	0.0878	0.3916	0.276	0.5343	0.3916	0.0878
TRAF3_exon12	11	0.9452	0.112	0.9487	0.8128	1.1114	0.9487	0.112
TRAF3_exon2	11	1.345	0.1387	1.2977	1.1367	1.6213	1.2977	0.1387
TRAF3_exon3	11	1.0943	0.1042	1.0756	0.9439	1.3156	1.0756	0.1042
TRAF3_exon4	11	1.1408	0.0837	1.141	0.9917	1.2808	1.141	0.0837
TRAF3_exon5	11	0.8273	0.111	0.8189	0.6595	0.9916	0.8189	0.111
TRAF3_exon6	11	1.0757	0.1028	1.023	0.9777	1.2402	1.023	0.1028
TRAF3_exon7	11	0.8275	0.1102	0.8458	0.6543	1.0384	0.8458	0.1102
TRAF3_exon8	11	1.4572	0.1202	1.4648	1.214	1.7266	1.4648	0.1202
TRAF3_exon9	11	1.252	0.1599	1.2418	1.0519	1.5778	1.2418	0.1599
XBP1_exon1	11	1.0967	0.1246	1.118	0.8853	1.2807	1.118	0.1246
XBP1_exon2	11	1.0974	0.0805	1.0745	0.983	1.2247	1.0745	0.0805
XBP1_exon3	11	1.1119	0.075	1.1338	0.9818	1.2152	1.1338	0.075
XBP1_exon4	11	0.9364	0.0772	0.9557	0.8193	1.067	0.9557	0.0772
XBP1_exon5	11	1.2038	0.209	1.2597	0.9203	1.5468	1.2597	0.209
XBP1_exon6	11	0.9109	0.0855	0.9228	0.7837	1.0728	0.9228	0.0855
XBP1_exon7	11	0.9735	0.1055	0.9664	0.8397	1.1854	0.9664	0.1055
XBP1_exon8	11	0.2285	0.0834	0.223	0.125	0.4011	0.223	0.0834
XPO1_exon1	11	1.1982	0.1102	1.208	1.0082	1.3446	1.208	0.1102
XPO1_exon10	11	1.4218	0.1402	1.4112	1.1537	1.7152	1.4112	0.1402
XPO1_exon11	11	1.4494	0.1214	1.4946	1.1824	1.5789	1.4946	0.1214
XPO1_exon12	11	1.4741	0.1524	1.4884	1.2327	1.7473	1.4884	0.1524
XPO1_exon13	11	1.1298	0.0363	1.1381	1.0578	1.1755	1.1381	0.0363
XPO1_exon14	11	1.2848	0.1424	1.3224	1.1088	1.5691	1.3224	0.1424
XPO1_exon15	11	1.1362	0.1013	1.1322	0.9594	1.3084	1.1322	0.1013
XPO1_exon16	11	1.3256	0.1484	1.293	1.1616	1.6395	1.293	0.1484
XPO1_exon17	11	1.045	0.1501	1.0359	0.8394	1.265	1.0359	0.1501
XPO1_exon18	11	1.4002	0.1275	1.416	1.2018	1.5952	1.416	0.1275
XPO1_exon19	11	1.2849	0.1922	1.2328	0.9773	1.5398	1.2328	0.1922
XPO1_exon2	11	1.3427	0.1196	1.3567	1.1773	1.5883	1.3567	0.1196
XPO1_exon20	11	1.25	0.1718	1.2994	1.0028	1.6135	1.2994	0.1718
XPO1_exon21	11	1.0667	0.0796	1.0719	0.9305	1.2309	1.0719	0.0796
XPO1_exon3	11	1.076	0.068	1.0853	0.9733	1.1761	1.0853	0.068
XPO1_exon4	11	0.8782	0.051	0.8851	0.7712	0.9732	0.8851	0.051
XPO1_exon5	11	1.2551	0.1062	1.2388	1.1483	1.5115	1.2388	0.1062
XPO1_exon6	11	1.0277	0.0728	1.0246	0.9047	1.1217	1.0246	0.0728
XPO1_exon7	11	1.3622	0.0782	1.3904	1.2537	1.4658	1.3904	0.0782
XPO1_exon8	11	1.2391	0.1021	1.2149	1.1378	1.457	1.2149	0.1021
XPO1_exon9	11	1.2696	0.1245	1.2674	1.1309	1.5453	1.2674	0.1245
